,avail,forcast_avail,bottom_level,top_level,percentage
4537,0,0,89,21,7
4538,1,1,11,70,0
4539,0,0,81,36,16
4540,1,0,42,53,4
4541,0,1,3,16,28
4542,0,0,80,92,0
4543,1,0,3,97,0
4544,1,1,95,19,17
4545,0,0,42,24,8
4546,1,1,16,74,0
4547,1,0,79,72,0
4548,0,0,84,64,15
4549,0,0,4,76,0
4550,0,1,32,61,2
4551,0,0,6,41,6
4552,0,0,46,61,12
4553,1,0,64,96,0
4554,1,1,37,67,16
4555,0,1,33,5,6
4556,1,0,88,93,0
4557,1,1,39,24,11
4558,1,1,75,75,0
4559,1,1,13,99,0
4560,0,0,10,42,4
4561,0,1,92,15,7
4562,1,0,21,7,22
4563,1,1,64,30,26
4564,1,0,15,8,10
4565,0,1,37,68,27
4566,0,0,75,95,0
4567,1,1,90,34,8
4568,1,0,90,20,20
4569,0,0,69,59,13
4570,1,1,95,77,0
4571,1,1,55,36,5
4572,1,0,9,94,0
4573,1,1,73,13,5
4574,0,0,10,34,16
4575,1,1,93,74,0
4576,1,0,57,44,0
4577,0,0,89,29,2
4578,0,0,92,34,1
4579,1,1,21,26,4
4580,0,1,71,71,0
4581,1,1,61,18,10
4582,0,1,24,83,0
4583,1,0,88,75,0
4584,1,0,15,38,26
4585,0,1,73,2,25
4586,0,0,9,80,0
4587,1,1,73,59,6
4588,0,0,71,68,20
4589,1,0,20,51,15
4590,1,0,70,19,27
4591,1,1,63,35,22
4592,0,0,14,86,0
4593,1,1,72,94,0
4594,0,1,66,99,0
4595,0,0,95,15,11
4596,0,1,43,57,14
4597,1,0,97,18,1
4598,1,0,100,17,21
4599,0,1,81,96,0
4600,0,0,27,92,0
4601,0,0,54,85,0
4602,0,0,34,89,0
4603,1,1,83,85,0
4604,0,0,67,81,0
4605,0,1,43,19,17
4606,0,0,91,39,25
4607,1,0,41,22,27
4608,0,0,54,99,0
4609,0,1,62,17,24
4610,1,0,26,49,25
4611,0,1,12,82,0
4612,0,0,42,40,27
4613,0,0,100,31,22
4614,0,0,45,73,0
4615,0,1,46,34,1
4616,0,0,34,63,15
4617,1,1,9,26,18
4618,1,0,92,59,21
4619,0,0,49,89,0
4620,0,1,46,99,0
4621,1,1,63,84,0
4622,1,1,78,87,0
4623,1,0,44,31,9
4624,1,1,70,22,21
4625,0,0,47,24,5
4626,0,0,31,25,26
4627,1,1,47,90,0
4628,1,1,97,83,0
4629,1,0,34,1,26
4630,1,0,43,29,22
4631,0,0,50,3,15
4632,1,0,100,63,14
4633,0,0,57,42,29
4634,0,0,16,39,8
4635,1,1,42,25,20
4636,1,1,45,27,3
4637,1,0,9,61,20
4638,1,0,72,49,16
4639,0,1,72,36,27
4640,1,1,33,21,20
4641,0,0,20,25,19
4642,1,0,79,54,16
4643,0,0,70,3,17
4644,0,0,28,40,17
4645,0,1,12,33,15
4646,1,1,19,39,20
4647,1,1,49,11,25
4648,0,0,98,52,10
4649,1,1,94,87,0
4650,0,1,15,6,26
4651,1,1,36,34,4
4652,1,0,17,75,0
4653,1,0,26,94,0
4654,0,1,57,99,0
4655,0,0,7,38,25
4656,0,1,58,35,2
4657,1,1,69,31,10
4658,0,0,76,45,3
4659,1,1,9,32,25
4660,0,0,35,7,2
4661,0,0,86,11,24
4662,1,0,56,70,0
4663,0,0,2,92,0
4664,1,1,28,76,0
4665,1,1,71,65,15
4666,0,1,53,6,18
4667,1,1,64,78,0
4668,0,0,50,67,28
4669,0,0,23,43,6
4670,0,1,52,16,14
4671,1,0,40,96,0
4672,1,0,32,2,25
4673,0,0,57,19,13
4674,0,0,89,6,20
4675,1,1,47,100,0
4676,0,0,38,40,25
4677,1,1,4,20,8
4678,0,0,97,17,28
4679,1,1,59,89,0
4680,0,1,94,92,0
4681,0,0,16,14,16
4682,0,1,15,17,23
4683,0,0,95,1,9
4684,1,1,21,88,0
4685,0,0,39,84,0
4686,1,1,15,10,27
4687,1,0,42,31,2
4688,1,1,46,63,29
4689,1,0,19,54,9
4690,0,1,35,76,0
4691,0,1,75,24,12
4692,1,1,17,62,16
4693,1,0,60,67,6
4694,0,0,42,6,9
4695,0,1,2,81,0
4696,1,1,97,56,19
4697,0,1,86,49,20
4698,1,1,81,28,5
4699,1,0,100,89,0
4700,0,1,91,19,25
4701,0,0,27,67,25
4702,1,0,40,34,21
4703,1,0,42,30,22
4704,0,0,93,53,20
4705,1,0,43,9,7
4706,0,1,71,36,21
4707,0,1,46,25,13
4708,1,1,76,81,0
4709,0,1,40,85,0
4710,1,1,16,49,3
4711,1,1,3,73,0
4712,0,1,30,33,24
4713,1,1,12,2,20
4714,1,1,18,53,25
4715,0,1,8,96,0
4716,1,1,50,56,8
4717,1,0,0,83,0
4718,0,1,67,84,0
4719,1,1,91,81,0
4720,1,0,93,22,0
4721,0,0,34,94,0
4722,1,0,31,49,29
4723,1,0,78,87,0
4724,1,1,62,39,3
4725,1,1,67,24,11
4726,0,0,63,5,10
4727,0,0,46,33,12
4728,1,0,98,43,0
4729,0,0,6,14,15
4730,0,1,39,5,12
4731,0,0,96,52,22
4732,0,1,67,11,0
4733,0,1,25,95,0
4734,1,0,46,47,14
4735,0,0,17,79,0
4736,1,0,28,9,20
4737,0,0,39,38,9
4738,1,1,4,69,6
4739,0,0,53,6,15
4740,0,0,79,84,0
4741,1,0,79,74,0
4742,0,1,82,67,1
4743,1,0,6,89,0
4744,1,1,51,73,0
4745,0,0,81,52,0
4746,1,1,23,51,18
4747,1,0,55,87,0
4748,1,1,84,27,22
4749,1,0,46,100,0
4750,0,1,95,23,7
4751,1,1,77,41,11
4752,1,1,60,15,15
4753,1,1,72,44,7
4754,0,1,78,71,0
4755,0,0,63,11,29
4756,0,1,26,1,23
4757,0,0,80,39,27
4758,1,0,42,49,8
4759,0,0,60,45,29
4760,1,0,25,8,2
4761,0,0,67,34,11
4762,1,1,95,14,24
4763,1,1,20,48,21
4764,1,0,88,2,12
4765,1,1,24,27,7
4766,0,1,20,49,13
4767,1,1,43,62,8
4768,1,1,5,75,0
4769,1,1,90,88,0
4770,1,0,1,30,13
4771,0,0,93,93,0
4772,0,0,48,32,4
4773,0,0,82,81,0
4774,1,1,57,24,4
4775,0,0,26,47,18
4776,0,1,74,29,3
4777,1,0,31,81,0
4778,0,1,70,94,0
4779,1,0,66,65,20
4780,0,1,50,94,0
4781,0,0,36,62,11
4782,0,1,95,100,0
4783,1,0,39,94,0
4784,0,0,45,85,0
4785,1,0,89,51,12
4786,0,1,27,14,25
4787,0,1,61,91,0
4788,1,0,78,68,7
4789,1,1,78,33,10
4790,1,0,69,31,10
4791,1,1,19,77,0
4792,0,1,42,96,0
4793,1,1,5,97,0
4794,0,1,93,90,0
4795,1,1,51,32,25
4796,1,0,88,55,23
4797,0,1,21,16,27
4798,1,0,44,100,0
4799,1,1,87,2,5
4800,1,0,81,69,15
4801,1,1,1,38,23
4802,0,1,50,54,13
4803,0,0,12,98,0
4804,0,1,16,18,26
4805,1,0,46,31,2
4806,0,0,8,100,0
4807,0,0,80,91,0
4808,0,0,54,66,24
4809,1,0,97,76,0
4810,0,1,34,18,8
4811,0,0,24,83,0
4812,0,0,20,25,22
4813,1,0,79,29,27
4814,1,1,79,13,30
4815,0,1,75,44,24
4816,1,1,68,17,9
4817,0,0,38,62,27
4818,1,0,40,2,10
4819,0,0,21,52,7
4820,0,1,12,7,0
4821,0,1,71,10,6
4822,0,1,76,63,12
4823,1,0,43,97,0
4824,1,1,85,7,10
4825,0,0,84,84,0
4826,1,0,52,38,5
4827,0,0,34,81,0
4828,0,1,1,39,5
4829,0,1,40,13,13
4830,1,0,22,98,0
4831,0,1,96,23,8
4832,0,0,96,93,0
4833,0,1,40,15,30
4834,0,1,19,45,6
4835,1,1,97,82,0
4836,0,0,40,24,3
4837,1,0,53,71,0
4838,0,1,46,31,4
4839,0,0,52,29,24
4840,1,0,84,98,0
4841,1,0,36,75,0
4842,0,0,87,99,0
4843,1,0,6,99,0
4844,1,1,21,93,0
4845,0,0,43,99,0
4846,0,0,25,85,0
4847,1,1,14,12,30
4848,0,0,8,39,27
4849,1,0,76,14,26
4850,1,0,9,74,0
4851,1,0,3,56,18
4852,1,1,3,8,4
4853,0,1,19,8,0
4854,1,0,99,31,1
4855,1,0,68,66,18
4856,1,0,43,24,23
4857,0,1,91,100,0
4858,0,0,8,51,21
4859,1,0,12,79,0
4860,1,0,14,10,7
4861,0,1,82,20,0
4862,1,0,84,11,24
4863,1,1,42,86,0
4864,0,0,26,90,0
4865,1,0,50,63,23
4866,0,1,6,77,0
4867,1,1,10,28,6
4868,1,0,88,65,29
4869,1,0,3,37,18
4870,1,1,31,0,0
4871,0,0,85,97,0
4872,1,1,27,59,27
4873,0,1,9,86,0
4874,0,0,36,23,1
4875,1,1,45,45,10
4876,0,0,15,51,2
4877,0,1,24,24,19
4878,1,0,57,66,23
4879,1,1,35,4,13
4880,1,1,97,24,28
4881,1,0,92,51,4
4882,1,0,38,63,27
4883,0,1,52,62,9
4884,1,0,6,55,23
4885,1,1,46,71,0
4886,1,1,9,66,12
4887,1,1,22,62,23
4888,1,0,8,73,0
4889,0,0,77,5,21
4890,0,1,64,53,23
4891,0,0,85,36,5
4892,1,0,17,17,16
4893,1,1,39,81,0
4894,1,0,37,8,11
4895,1,0,45,81,0
4896,1,0,50,83,0
4897,0,0,58,1,11
4898,0,1,18,92,0
4899,1,1,79,29,26
4900,1,0,7,50,27
4901,1,0,72,22,6
4902,1,1,6,56,19
4903,0,1,46,95,0
4904,1,1,82,30,16
4905,1,1,32,88,0
4906,0,1,37,25,12
4907,1,1,11,76,0
4908,1,1,27,12,6
4909,1,1,1,13,1
4910,1,1,88,23,13
4911,0,0,81,96,0
4912,0,1,59,54,17
4913,1,1,49,45,12
4914,1,0,79,44,2
4915,1,0,35,84,0
4916,0,1,38,75,0
4917,1,0,95,18,4
4918,1,0,90,2,0
4919,0,0,60,30,12
4920,0,0,41,66,23
4921,1,1,81,79,0
4922,0,1,1,38,28
4923,1,0,43,54,13
4924,0,1,68,39,25
4925,0,1,9,89,0
4926,1,1,68,60,10
4927,1,1,74,26,8
4928,1,0,81,61,5
4929,0,0,37,9,6
4930,1,0,63,79,0
4931,0,1,74,12,16
4932,0,1,70,46,28
4933,0,0,73,43,9
4934,0,1,3,46,28
4935,0,0,22,33,28
4936,0,1,30,100,0
4937,0,1,92,9,14
4938,1,1,80,76,0
4939,1,0,36,17,16
4940,1,0,28,32,24
4941,0,1,83,32,14
4942,1,0,60,62,29
4943,1,0,50,63,2
4944,1,0,89,2,27
4945,1,1,23,81,0
4946,1,1,12,23,14
4947,0,1,99,81,0
4948,1,1,45,81,0
4949,1,0,21,96,0
4950,0,1,77,72,0
4951,1,1,44,93,0
4952,0,0,36,75,0
4953,0,1,74,3,15
4954,0,1,27,31,10
4955,1,0,41,69,26
4956,0,1,50,53,24
4957,1,0,13,60,19
4958,1,0,43,89,0
4959,1,0,85,69,2
4960,1,1,2,29,28
4961,0,0,23,83,0
4962,0,0,33,75,0
4963,0,1,46,95,0
4964,1,1,21,22,0
4965,0,0,87,85,0
4966,0,1,22,83,0
4967,1,1,23,30,21
4968,0,1,74,31,10
4969,1,0,69,46,7
4970,1,0,18,83,0
4971,1,0,72,61,27
4972,0,1,65,46,18
4973,0,1,23,99,0
4974,0,0,20,100,0
4975,0,0,4,54,14
4976,1,0,95,10,12
4977,0,0,67,37,4
4978,1,0,9,5,29
4979,0,1,4,17,3
4980,0,1,21,90,0
4981,1,1,14,74,0
4982,1,0,28,42,9
4983,1,0,6,26,30
4984,0,1,13,43,23
4985,1,0,62,21,11
4986,1,1,85,6,12
4987,1,0,3,48,21
4988,1,1,67,75,0
4989,0,1,77,1,21
4990,1,1,72,94,0
4991,0,0,41,28,7
4992,0,1,18,32,14
4993,1,0,26,94,0
4994,0,0,66,14,0
4995,1,1,29,85,0
4996,1,0,17,55,8
4997,1,1,45,33,22
4998,1,1,23,87,0
4999,1,1,25,39,6
5000,0,0,49,44,10
5001,0,0,23,15,11
5002,1,1,84,43,3
5003,0,1,46,93,0
5004,1,1,100,28,23
5005,0,1,23,20,1
5006,1,1,43,80,0
5007,1,0,27,53,16
5008,0,1,99,83,0
5009,0,0,31,86,0
5010,0,1,91,60,0
5011,0,0,85,76,0
5012,0,1,35,77,0
5013,0,0,60,39,11
5014,0,0,87,8,4
5015,0,1,26,2,9
5016,1,1,88,25,9
5017,0,1,59,86,0
5018,1,1,7,51,17
5019,1,0,30,50,30
5020,1,1,59,61,6
5021,1,1,82,68,16
5022,1,1,87,43,15
5023,0,0,1,83,0
5024,1,1,83,45,28
5025,1,1,10,61,20
5026,0,0,46,54,10
5027,0,1,7,34,8
5028,1,0,93,18,7
5029,1,0,15,28,1
5030,0,1,5,98,0
5031,1,1,84,68,21
5032,0,1,88,68,29
5033,0,1,99,78,0
5034,1,1,34,62,11
5035,0,0,61,39,9
5036,0,1,90,98,0
5037,0,1,4,58,3
5038,1,1,47,55,3
5039,0,0,32,93,0
5040,0,1,91,7,4
5041,1,1,50,8,24
5042,1,0,34,73,0
5043,0,0,72,96,0
5044,1,0,78,90,0
5045,1,1,14,6,25
5046,0,0,40,44,2
5047,0,0,42,94,0
5048,1,1,84,57,19
5049,1,0,22,5,16
5050,1,0,47,49,15
5051,0,1,59,71,0
5052,0,1,65,26,4
5053,0,0,21,62,4
5054,1,1,25,16,16
5055,0,1,44,6,5
5056,1,0,45,97,0
5057,1,1,36,32,29
5058,0,1,1,99,0
5059,0,1,16,49,1
5060,0,1,72,97,0
5061,0,0,37,64,0
5062,1,0,35,88,0
5063,0,0,30,5,29
5064,0,1,54,73,0
5065,1,1,70,5,25
5066,1,0,95,64,21
5067,0,0,33,89,0
5068,1,0,83,61,12
5069,0,1,84,48,7
5070,1,0,34,25,1
5071,1,0,33,63,0
5072,1,1,94,31,10
5073,1,0,100,68,6
5074,0,0,62,72,0
5075,1,1,77,17,15
5076,1,1,57,93,0
5077,1,1,23,87,0
5078,1,1,0,1,14
5079,1,0,92,73,0
5080,1,0,63,29,28
5081,1,1,89,15,28
5082,0,0,35,39,11
5083,0,1,4,3,20
5084,1,1,0,66,28
5085,1,0,69,61,6
5086,0,1,36,23,23
5087,1,1,98,80,0
5088,0,1,77,30,7
5089,0,0,25,8,22
5090,1,1,38,54,9
5091,0,1,34,16,16
5092,1,0,19,99,0
5093,1,1,46,1,29
5094,0,0,27,28,28
5095,0,1,82,94,0
5096,1,0,27,69,5
5097,0,0,65,56,28
5098,1,1,21,35,18
5099,1,0,32,8,8
5100,0,1,43,23,8
5101,0,1,30,78,0
5102,0,1,31,73,0
5103,0,0,28,91,0
5104,0,0,52,51,26
5105,1,1,52,17,1
5106,1,0,74,47,4
5107,1,1,8,21,2
5108,0,0,5,13,20
5109,1,0,51,68,19
5110,0,0,99,54,6
5111,1,1,94,99,0
5112,0,1,59,46,13
5113,0,1,81,8,20
5114,0,1,71,60,19
5115,1,0,57,40,30
5116,1,0,61,58,1
5117,0,0,18,52,30
5118,0,1,31,82,0
5119,1,1,18,6,3
5120,0,1,87,13,12
5121,1,0,14,9,18
5122,0,1,77,72,0
5123,0,1,50,97,0
5124,0,1,2,0,15
5125,1,1,81,72,0
5126,0,0,85,38,10
5127,1,1,51,70,0
5128,0,0,38,27,27
5129,0,0,33,21,27
5130,0,0,20,71,0
5131,1,0,86,56,17
5132,1,1,88,33,10
5133,1,1,52,11,7
5134,1,1,36,55,4
5135,0,0,69,68,8
5136,0,0,67,45,22
5137,0,0,57,92,0
5138,1,1,81,2,25
5139,0,0,83,28,2
5140,0,1,73,100,0
5141,0,1,27,70,0
5142,0,0,4,2,12
5143,1,1,55,66,18
5144,0,0,38,61,23
5145,1,1,18,40,25
5146,1,0,5,52,5
5147,1,1,92,84,0
5148,1,1,92,32,3
5149,0,1,18,5,30
5150,0,1,77,11,27
5151,0,1,52,23,0
5152,0,0,35,43,11
5153,1,0,27,3,23
5154,1,1,20,20,24
5155,0,1,94,31,2
5156,1,0,88,50,13
5157,1,0,87,36,2
5158,1,1,47,61,18
5159,1,0,5,67,5
5160,1,0,5,92,0
5161,1,0,21,54,28
5162,1,0,14,27,23
5163,0,0,42,40,16
5164,0,1,88,29,18
5165,1,0,87,72,0
5166,1,0,21,51,6
5167,0,1,73,32,22
5168,1,0,66,19,29
5169,1,0,31,24,13
5170,0,0,5,79,0
5171,0,1,13,82,0
5172,0,1,60,55,16
5173,0,1,29,48,23
5174,1,1,16,4,23
5175,1,0,39,79,0
5176,1,1,7,87,0
5177,1,1,46,43,6
5178,1,0,80,66,13
5179,0,1,9,74,0
5180,1,0,18,38,29
5181,0,1,44,37,30
5182,1,1,8,46,17
5183,0,0,10,83,0
5184,0,0,6,72,0
5185,1,1,77,37,28
5186,0,0,31,67,20
5187,0,1,9,64,23
5188,1,0,17,60,18
5189,0,0,26,47,0
5190,0,0,98,71,0
5191,0,0,85,43,12
5192,0,0,64,9,23
5193,1,0,64,57,27
5194,1,0,6,58,13
5195,0,1,42,51,2
5196,1,1,36,75,0
5197,0,1,76,81,0
5198,1,0,19,76,0
5199,0,1,35,71,0
5200,1,1,15,22,7
5201,0,0,21,8,13
5202,0,0,42,56,17
5203,1,1,37,54,6
5204,1,0,69,20,18
5205,0,1,45,41,22
5206,0,1,7,18,11
5207,1,1,59,4,18
5208,0,1,47,12,25
5209,0,1,1,4,16
5210,1,1,10,0,3
5211,0,1,61,14,19
5212,1,1,15,35,4
5213,0,0,55,21,5
5214,1,0,82,0,3
5215,0,1,65,16,3
5216,1,1,9,19,30
5217,1,0,1,96,0
5218,1,1,60,25,12
5219,1,1,38,2,17
5220,0,1,71,99,0
5221,1,0,74,79,0
5222,0,0,15,12,3
5223,0,0,54,28,22
5224,1,0,89,38,28
5225,0,1,75,31,2
5226,1,1,95,3,13
5227,0,1,46,4,0
5228,1,1,22,75,0
5229,1,1,99,77,0
5230,0,0,41,56,9
5231,0,0,92,78,0
5232,0,0,90,37,25
5233,0,1,56,33,16
5234,1,0,47,3,7
5235,1,0,34,87,0
5236,1,0,79,48,26
5237,1,1,19,54,11
5238,1,0,10,0,16
5239,0,0,79,2,3
5240,0,1,45,16,1
5241,1,1,33,70,0
5242,1,1,25,47,30
5243,0,1,23,28,19
5244,1,0,22,72,0
5245,0,1,78,24,17
5246,0,0,18,41,16
5247,0,0,41,37,28
5248,0,0,64,59,1
5249,0,0,13,79,0
5250,1,0,98,22,6
5251,0,1,64,39,22
5252,0,0,19,74,0
5253,1,0,4,95,0
5254,1,0,31,77,0
5255,1,1,40,78,0
5256,1,1,15,92,0
5257,0,0,31,2,25
5258,1,1,100,28,5
5259,0,0,95,46,1
5260,0,0,30,97,0
5261,0,1,71,74,0
5262,0,1,5,0,25
5263,0,1,8,54,19
5264,1,0,33,29,8
5265,1,1,57,48,2
5266,1,0,56,24,13
5267,0,1,92,78,0
5268,0,0,93,68,22
5269,1,1,31,12,11
5270,0,0,20,31,23
5271,1,0,92,85,0
5272,0,1,8,30,27
5273,1,0,76,42,4
5274,0,1,37,63,1
5275,1,1,11,78,0
5276,1,1,89,65,15
5277,1,1,87,20,2
5278,1,0,53,34,29
5279,0,0,3,4,1
5280,1,1,80,31,13
5281,0,1,54,21,14
5282,1,1,3,40,10
5283,1,1,61,1,19
5284,1,0,31,43,23
5285,0,1,30,50,21
5286,0,0,0,96,0
5287,0,0,4,23,28
5288,1,1,86,83,0
5289,1,1,43,88,0
5290,1,1,53,82,0
5291,1,1,6,6,20
5292,0,0,88,43,30
5293,1,1,40,72,0
5294,0,1,39,22,8
5295,1,1,17,56,17
5296,0,1,20,46,1
5297,1,1,51,25,17
5298,0,1,65,38,26
5299,1,0,67,64,7
5300,1,0,96,18,11
5301,0,0,0,14,28
5302,1,1,82,7,27
5303,1,0,77,42,23
5304,1,1,60,20,23
5305,0,1,8,35,10
5306,1,0,6,7,22
5307,0,1,84,82,0
5308,1,0,61,38,10
5309,1,0,62,78,0
5310,0,0,27,26,18
5311,1,1,84,51,0
5312,0,1,25,59,27
5313,1,1,17,38,14
5314,0,0,57,14,29
5315,1,0,2,94,0
5316,0,1,57,4,0
5317,1,1,69,37,9
5318,0,0,35,68,24
5319,1,0,70,90,0
5320,0,0,63,5,9
5321,1,0,64,33,15
5322,1,1,97,52,0
5323,0,0,20,52,16
5324,1,0,12,40,1
5325,1,0,18,22,4
5326,1,0,19,30,4
5327,0,1,34,51,13
5328,0,1,94,4,23
5329,1,0,43,18,19
5330,0,1,34,68,25
5331,1,1,97,43,2
5332,0,1,60,59,16
5333,0,1,9,24,17
5334,0,1,36,99,0
5335,0,1,60,39,22
5336,0,1,84,38,12
5337,0,1,43,30,0
5338,1,1,26,70,0
5339,1,0,29,46,3
5340,1,1,60,63,27
5341,1,1,67,57,20
5342,1,1,66,47,7
5343,1,0,50,23,11
5344,1,0,8,2,3
5345,1,1,68,4,4
5346,0,1,95,90,0
5347,0,1,96,8,7
5348,1,1,51,12,1
5349,0,1,48,7,6
5350,1,1,82,100,0
5351,0,0,61,79,0
5352,1,0,83,34,18
5353,1,1,23,8,24
5354,0,1,99,53,21
5355,1,1,65,23,16
5356,0,0,1,13,5
5357,0,1,69,13,12
5358,0,0,73,35,4
5359,1,0,57,81,0
5360,0,0,72,21,26
5361,1,1,9,26,23
5362,0,0,49,97,0
5363,0,0,34,39,27
5364,0,1,4,56,23
5365,1,0,45,98,0
5366,0,0,45,73,0
5367,1,1,27,39,1
5368,1,1,67,74,0
5369,1,1,29,32,7
5370,0,1,23,67,17
5371,0,0,36,74,0
5372,0,1,99,24,20
5373,1,0,5,93,0
5374,1,1,35,45,23
5375,0,0,1,76,0
5376,1,0,5,7,9
5377,1,0,87,34,24
5378,1,1,71,6,30
5379,0,1,69,100,0
5380,0,0,45,10,10
5381,0,0,8,43,11
5382,0,1,38,14,9
5383,1,1,44,28,26
5384,0,0,95,76,0
5385,0,1,51,23,13
5386,1,1,18,51,29
5387,0,1,81,90,0
5388,0,0,17,35,17
5389,0,0,86,35,24
5390,1,1,14,56,2
5391,1,1,4,19,22
5392,0,1,81,66,6
5393,0,1,59,15,13
5394,1,0,33,63,24
5395,1,1,96,98,0
5396,0,1,49,42,4
5397,1,0,55,34,5
5398,0,1,10,19,4
5399,1,0,1,34,28
5400,1,1,86,86,0
5401,0,1,62,44,18
5402,0,0,41,70,0
5403,0,0,2,59,29
5404,1,0,93,9,30
5405,0,1,83,3,16
5406,0,0,25,60,23
5407,1,0,72,53,27
5408,0,1,2,5,17
5409,0,1,82,83,0
5410,0,1,3,65,26
5411,1,1,37,33,18
5412,0,1,6,19,21
5413,1,0,95,78,0
5414,1,1,9,14,26
5415,1,0,31,15,23
5416,0,0,10,78,0
5417,0,0,32,36,1
5418,0,0,81,90,0
5419,0,1,70,80,0
5420,0,1,56,50,2
5421,1,1,78,11,8
5422,1,0,24,54,29
5423,0,0,13,79,0
5424,1,0,44,89,0
5425,1,0,19,50,3
5426,1,1,77,92,0
5427,0,1,85,6,3
5428,0,1,49,2,30
5429,0,0,94,95,0
5430,1,1,92,56,13
5431,1,0,20,53,28
5432,0,1,58,19,11
5433,1,0,91,41,20
5434,0,0,1,24,23
5435,0,1,14,30,27
5436,1,1,5,8,4
5437,1,1,49,19,2
5438,0,1,23,48,1
5439,1,0,50,2,5
5440,0,1,57,45,7
5441,0,1,1,3,30
5442,1,0,89,89,0
5443,0,0,61,1,17
5444,1,0,33,91,0
5445,1,0,72,20,17
5446,0,0,86,20,29
5447,1,1,21,16,16
5448,0,1,6,73,0
5449,0,1,13,25,18
5450,1,1,0,81,0
5451,0,0,47,78,0
5452,0,0,17,62,10
5453,1,1,99,78,0
5454,0,1,21,83,0
5455,1,0,63,50,5
5456,1,0,33,2,6
5457,0,0,34,100,0
5458,1,1,90,90,0
5459,0,0,92,76,0
5460,1,0,8,67,14
5461,1,0,56,42,10
5462,1,1,0,32,2
5463,1,1,69,55,20
5464,1,0,78,93,0
5465,0,1,15,27,10
5466,1,0,58,86,0
5467,0,0,86,71,0
5468,1,1,29,32,11
5469,0,1,32,74,0
5470,1,0,68,74,0
5471,1,0,89,65,9
5472,0,0,25,48,3
5473,1,1,47,84,0
5474,0,0,0,26,12
5475,0,1,34,10,8
5476,1,0,87,83,0
5477,1,0,28,33,29
5478,0,0,42,72,0
5479,1,0,91,72,0
5480,0,1,29,91,0
5481,1,1,64,2,21
5482,0,0,97,23,10
5483,0,0,71,33,10
5484,1,1,64,18,11
5485,0,1,51,86,0
5486,0,0,73,45,1
5487,0,1,24,24,15
5488,0,0,54,98,0
5489,0,0,45,13,14
5490,1,1,68,90,0
5491,1,1,60,77,0
5492,1,1,27,57,11
5493,1,0,51,99,0
5494,1,0,14,42,27
5495,1,1,48,14,16
5496,0,1,94,36,4
5497,1,1,92,69,20
5498,1,0,75,63,21
5499,1,0,64,8,5
5500,1,1,99,11,24
5501,0,1,18,10,30
5502,0,0,0,3,27
5503,0,1,6,27,4
5504,1,0,2,10,23
5505,0,0,14,93,0
5506,0,0,33,52,24
5507,1,0,39,63,22
5508,0,0,77,44,11
5509,0,1,32,39,21
5510,0,0,6,59,25
5511,1,1,51,73,0
5512,1,0,49,0,19
5513,1,1,44,26,8
5514,1,1,42,63,29
5515,1,1,84,68,2
5516,0,0,31,87,0
5517,1,0,45,20,30
5518,1,0,36,8,17
5519,0,0,85,46,29
5520,1,0,17,26,18
5521,1,1,17,82,0
5522,0,0,49,37,25
5523,1,0,63,45,13
5524,0,1,72,93,0
5525,1,0,91,55,15
5526,1,0,53,26,3
5527,1,0,49,9,1
5528,1,1,78,97,0
5529,0,0,96,34,0
5530,1,0,41,7,2
5531,0,1,88,75,0
5532,0,1,23,9,27
5533,0,0,52,8,25
5534,1,1,74,75,0
5535,0,1,31,46,22
5536,1,1,64,57,21
5537,0,0,19,71,0
5538,1,0,38,6,9
5539,1,1,28,3,4
5540,0,1,16,13,7
5541,0,1,54,85,0
5542,0,0,15,85,0
5543,1,1,100,41,3
5544,0,0,61,70,0
5545,0,1,55,82,0
5546,1,1,40,70,0
5547,1,0,34,22,7
5548,0,0,27,52,15
5549,0,1,83,87,0
5550,0,1,7,86,0
5551,1,1,37,34,11
5552,0,0,64,80,0
5553,1,1,50,27,11
5554,1,1,85,79,0
5555,1,1,52,20,5
5556,0,1,52,90,0
5557,0,1,30,9,5
5558,1,0,81,73,0
5559,1,0,87,53,7
5560,0,1,25,62,12
5561,0,1,86,61,18
5562,1,1,45,2,21
5563,0,0,40,84,0
5564,1,0,52,25,15
5565,0,1,27,87,0
5566,1,0,14,11,22
5567,0,1,7,56,22
5568,1,0,1,66,15
5569,1,0,61,44,11
5570,1,0,87,35,19
5571,0,0,19,58,4
5572,0,1,69,10,2
5573,1,0,96,4,19
5574,0,1,9,90,0
5575,1,1,44,85,0
5576,1,1,11,48,5
5577,0,1,50,91,0
5578,1,1,38,15,28
5579,1,0,2,69,6
5580,1,0,10,49,20
5581,0,0,89,4,20
5582,1,0,57,3,20
5583,0,1,73,99,0
5584,0,0,16,10,17
5585,0,0,82,88,0
5586,1,1,28,19,24
5587,1,0,41,24,30
5588,0,1,44,62,2
5589,1,1,99,97,0
5590,1,1,13,21,13
5591,0,1,89,63,17
5592,1,0,95,89,0
5593,1,1,3,85,0
5594,0,1,55,13,11
5595,0,0,73,73,0
5596,0,1,43,13,7
5597,0,0,91,64,7
5598,1,1,64,43,19
5599,0,1,30,76,0
5600,0,1,56,27,13
5601,0,0,58,84,0
5602,0,0,18,28,17
5603,0,0,42,49,24
5604,0,0,90,53,11
5605,1,0,60,98,0
5606,1,1,86,71,0
5607,0,0,0,86,0
5608,0,0,90,20,7
5609,0,0,44,18,30
5610,0,1,90,28,14
5611,0,0,69,32,18
